date,customer_id,product,region,channel,quantity,unit_price,discount,revenue,csat_score,churn
2023-10-06,CUST0072,Watch,West,Online,4,15000,0.03,58200.0,2,1
2023-10-07,CUST0137,Phone,North,Partner,13,35000,0.04,436800.0,4,1
2023-10-08,CUST0175,Laptop,North,Online,4,75000,0.14,258000.0,4,0
2023-10-09,CUST0289,Tablet,South,Online,9,25000,0.04,216000.0,4,1
2023-10-10,CUST0019,Earbuds,South,Online,6,5000,0.02,29400.0,3,1
2023-10-11,CUST0195,Laptop,West,Online,4,75000,0.08,276000.0,4,0
2023-10-12,CUST0175,Tablet,South,Online,2,25000,0.06,47000.0,5,0
2023-10-13,CUST0141,Laptop,South,Online,6,75000,0.13,391500.0,3,0
2023-10-14,CUST0246,Earbuds,West,Partner,2,5000,0.03,9700.0,5,1
2023-10-15,CUST0093,Earbuds,South,Online,5,5000,0.19,20250.0,4,0
2023-10-16,CUST0239,Phone,East,Retail,6,35000,0.23,161700.0,3,0
2023-10-17,CUST0205,Watch,North,Online,4,15000,0.19,48600.0,4,0
2023-10-18,CUST0048,Laptop,North,Online,14,75000,0.13,913500.0,2,1
2023-10-19,CUST0245,Laptop,North,Partner,13,75000,0.22,760500.0,2,1
2023-10-20,CUST0295,Tablet,North,Partner,3,25000,0.17,62250.0,4,0
2023-10-21,CUST0128,Earbuds,West,Retail,7,5000,0.0,35000.0,5,1
2023-10-22,CUST0282,Laptop,North,Retail,2,75000,0.1,135000.0,5,0
2023-10-23,CUST0017,Earbuds,North,Partner,13,5000,0.21,51350.0,4,0
2023-10-24,CUST0071,Laptop,North,Partner,11,75000,0.09,750750.0,2,1
2023-10-25,CUST0269,Phone,North,Online,14,35000,0.01,485100.0,4,1
2023-10-26,CUST0282,Watch,East,Partner,6,15000,0.19,72900.0,4,0
2023-10-27,CUST0007,Laptop,North,Retail,13,75000,0.2,780000.0,5,0
2023-10-28,CUST0103,Earbuds,East,Online,4,5000,0.04,19200.0,5,1
2023-10-29,CUST0193,Phone,West,Retail,6,35000,0.13,182700.0,5,0
2023-10-30,CUST0241,Laptop,South,Online,4,75000,0.05,285000.0,4,0
2023-10-31,CUST0062,Tablet,North,Partner,4,25000,0.18,82000.0,4,0
2023-11-01,CUST0017,Watch,South,Retail,4,15000,0.07,55800.0,3,0
2023-11-02,CUST0171,Laptop,South,Online,9,75000,0.08,621000.0,5,1
2023-11-03,CUST0025,Phone,West,Online,7,35000,0.21,193550.0,3,0
2023-11-04,CUST0251,Tablet,South,Partner,3,25000,0.12,66000.0,1,1
2023-11-05,CUST0253,Phone,East,Partner,3,35000,0.17,87150.0,2,1
2023-11-06,CUST0207,Phone,South,Partner,6,35000,0.1,189000.0,5,0
2023-11-07,CUST0029,Tablet,South,Retail,6,25000,0.07,139500.0,4,0
2023-11-08,CUST0117,Phone,South,Online,4,35000,0.16,117600.0,4,0
2023-11-09,CUST0282,Tablet,North,Partner,9,25000,0.04,216000.0,5,1
2023-11-10,CUST0144,Laptop,North,Retail,4,75000,0.09,273000.0,5,0
2023-11-11,CUST0025,Tablet,East,Retail,9,25000,0.05,213750.0,3,0
2023-11-12,CUST0156,Tablet,East,Retail,4,25000,0.17,83000.0,3,0
2023-11-13,CUST0073,Watch,North,Partner,2,15000,0.24,22800.0,5,1
2023-11-14,CUST0120,Tablet,East,Partner,2,25000,0.25,37500.0,5,0
2023-11-15,CUST0093,Tablet,North,Online,5,25000,0.11,111250.0,4,0
2023-11-16,CUST0086,Laptop,West,Online,4,75000,0.06,282000.0,4,0
2023-11-17,CUST0118,Watch,South,Partner,7,15000,0.11,93450.0,3,0
2023-11-18,CUST0233,Earbuds,South,Retail,14,5000,0.21,55300.0,5,0
2023-11-19,CUST0199,Laptop,East,Retail,11,75000,0.05,783750.0,4,0
2023-11-20,CUST0206,Laptop,North,Retail,5,75000,0.24,285000.0,4,0
2023-11-21,CUST0147,Earbuds,North,Online,6,5000,0.09,27300.0,2,1
2023-11-22,CUST0271,Tablet,East,Retail,10,25000,0.25,187500.0,5,1
2023-11-23,CUST0139,Phone,North,Online,4,35000,0.21,110600.0,4,0
2023-11-24,CUST0181,Watch,West,Online,13,15000,0.2,156000.0,3,0
2023-11-25,CUST0030,Phone,South,Retail,12,35000,0.08,386400.0,4,0
2023-11-26,CUST0057,Earbuds,East,Retail,2,5000,0.0,10000.0,4,1
2023-11-27,CUST0232,Laptop,East,Partner,13,75000,0.1,877500.0,4,0
2023-11-28,CUST0146,Laptop,North,Partner,10,75000,0.08,690000.0,5,0
2023-11-29,CUST0048,Watch,East,Retail,9,15000,0.01,133650.0,4,1
2023-11-30,CUST0194,Laptop,West,Online,10,75000,0.13,652500.0,5,0
2023-12-01,CUST0224,Laptop,North,Online,7,75000,0.1,472500.0,2,1
2023-12-02,CUST0136,Watch,North,Online,4,15000,0.16,50400.0,2,1
2023-12-03,CUST0022,Watch,North,Online,3,15000,0.16,37800.0,3,0
2023-12-04,CUST0006,Earbuds,North,Online,10,5000,0.03,48500.0,4,1
2023-12-05,CUST0204,Laptop,West,Partner,14,75000,0.24,798000.0,4,0
2023-12-06,CUST0239,Laptop,North,Retail,3,75000,0.05,213750.0,5,0
2023-12-07,CUST0185,Earbuds,East,Partner,9,5000,0.11,40050.0,5,0
2023-12-08,CUST0292,Tablet,West,Online,5,25000,0.12,110000.0,4,0
2023-12-09,CUST0220,Tablet,South,Online,13,25000,0.2,260000.0,5,0
2023-12-10,CUST0116,Tablet,South,Online,3,25000,0.02,73500.0,3,1
2023-12-11,CUST0049,Earbuds,East,Online,5,5000,0.11,22250.0,5,0
2023-12-12,CUST0173,Laptop,East,Retail,2,75000,0.16,126000.0,4,0
2023-12-13,CUST0082,Earbuds,West,Online,11,5000,0.05,52250.0,4,0
2023-12-14,CUST0045,Earbuds,South,Retail,4,5000,0.16,16800.0,5,1
2023-12-15,CUST0020,Tablet,South,Online,10,25000,0.23,192500.0,4,0
2023-12-16,CUST0221,Phone,South,Retail,2,35000,0.25,52500.0,2,1
2023-12-17,CUST0123,Laptop,South,Partner,2,75000,0.01,148500.0,4,1
2023-12-18,CUST0234,Tablet,South,Online,12,25000,0.06,282000.0,4,0
2023-12-19,CUST0221,Phone,North,Retail,8,35000,0.08,257600.0,5,0
2023-12-20,CUST0003,Phone,East,Partner,1,35000,0.1,31500.0,4,0
2023-12-21,CUST0182,Watch,North,Online,14,15000,0.06,197400.0,5,0
2023-12-22,CUST0206,Laptop,South,Online,7,75000,0.05,498750.0,4,0
2023-12-23,CUST0040,Phone,West,Online,5,35000,0.24,133000.0,4,0
2023-12-24,CUST0059,Tablet,West,Retail,11,25000,0.23,211750.0,5,0
2023-12-25,CUST0062,Watch,South,Retail,8,15000,0.01,118800.0,4,1
2023-12-26,CUST0132,Laptop,South,Partner,1,75000,0.08,69000.0,5,0
2023-12-27,CUST0060,Earbuds,West,Retail,11,5000,0.1,49500.0,4,0
2023-12-28,CUST0122,Tablet,North,Retail,7,25000,0.06,164500.0,4,0
2023-12-29,CUST0107,Phone,North,Online,5,35000,0.16,147000.0,1,1
2023-12-30,CUST0096,Phone,South,Online,4,35000,0.16,117600.0,4,0
2023-12-31,CUST0235,Tablet,North,Online,7,25000,0.21,138250.0,3,0
2024-01-01,CUST0062,Phone,West,Online,10,35000,0.19,283500.0,5,0
2024-01-02,CUST0256,Watch,North,Online,2,15000,0.14,25800.0,3,0
2024-01-03,CUST0049,Laptop,South,Online,12,75000,0.16,756000.0,3,0
2024-01-04,CUST0159,Watch,West,Online,1,15000,0.07,13950.0,3,0
2024-01-05,CUST0124,Phone,North,Partner,1,35000,0.15,29750.0,2,1
2024-01-06,CUST0207,Earbuds,East,Partner,11,5000,0.12,48400.0,3,1
2024-01-07,CUST0048,Laptop,West,Partner,12,75000,0.03,873000.0,5,1
2024-01-08,CUST0136,Laptop,West,Partner,1,75000,0.06,70500.0,5,1
2024-01-09,CUST0201,Tablet,East,Online,12,25000,0.07,279000.0,5,0
2024-01-10,CUST0250,Tablet,East,Partner,5,25000,0.23,96250.0,5,0
2024-01-11,CUST0295,Earbuds,West,Online,10,5000,0.06,47000.0,3,0
2024-01-12,CUST0209,Laptop,East,Partner,7,75000,0.07,488250.0,5,0
2024-01-13,CUST0211,Earbuds,South,Retail,2,5000,0.09,9100.0,2,1
2024-01-14,CUST0192,Tablet,South,Partner,10,25000,0.17,207500.0,3,0
2024-01-15,CUST0044,Tablet,South,Partner,8,25000,0.03,194000.0,4,1
2024-01-16,CUST0029,Laptop,West,Online,4,75000,0.24,228000.0,2,1
2024-01-17,CUST0059,Watch,East,Partner,12,15000,0.22,140400.0,5,0
2024-01-18,CUST0071,Phone,East,Retail,3,35000,0.14,90300.0,4,0
2024-01-19,CUST0092,Tablet,North,Online,10,25000,0.17,207500.0,5,0
2024-01-20,CUST0265,Tablet,North,Online,11,25000,0.0,275000.0,4,1
2024-01-21,CUST0220,Watch,East,Partner,8,15000,0.08,110400.0,3,0
2024-01-22,CUST0215,Watch,East,Online,2,15000,0.2,24000.0,5,1
2024-01-23,CUST0277,Earbuds,East,Online,11,5000,0.02,53900.0,3,1
2024-01-24,CUST0064,Earbuds,West,Online,11,5000,0.07,51150.0,4,0
2024-01-25,CUST0292,Phone,East,Online,13,35000,0.15,386750.0,2,1
2024-01-26,CUST0245,Phone,North,Online,3,35000,0.06,98700.0,4,0
2024-01-27,CUST0062,Laptop,West,Online,12,75000,0.23,693000.0,4,0
2024-01-28,CUST0170,Earbuds,East,Retail,3,5000,0.03,14550.0,4,1
2024-01-29,CUST0269,Tablet,North,Partner,10,25000,0.2,200000.0,5,0
2024-01-30,CUST0267,Earbuds,West,Retail,11,5000,0.13,47850.0,5,0
2024-01-31,CUST0054,Tablet,East,Online,1,25000,0.19,20250.0,5,0
2024-02-01,CUST0016,Watch,East,Online,6,15000,0.08,82800.0,5,0
2024-02-02,CUST0008,Earbuds,East,Partner,2,5000,0.13,8700.0,3,1
2024-02-03,CUST0104,Watch,West,Retail,1,15000,0.21,11850.0,4,0
2024-02-04,CUST0059,Phone,North,Partner,2,35000,0.12,61600.0,3,0
2024-02-05,CUST0040,Phone,North,Retail,12,35000,0.09,382200.0,2,1
2024-02-06,CUST0237,Laptop,South,Online,6,75000,0.13,391500.0,5,0
2024-02-07,CUST0094,Earbuds,East,Partner,14,5000,0.18,57400.0,4,1
2024-02-08,CUST0222,Watch,South,Partner,4,15000,0.11,53400.0,4,0
2024-02-09,CUST0204,Tablet,South,Online,6,25000,0.23,115500.0,3,0
2024-02-10,CUST0138,Phone,North,Partner,12,35000,0.07,390600.0,4,0
2024-02-11,CUST0300,Phone,West,Retail,9,35000,0.12,277200.0,1,1
2024-02-12,CUST0207,Tablet,West,Retail,13,25000,0.19,263250.0,2,1
2024-02-13,CUST0081,Watch,North,Retail,10,15000,0.17,124500.0,1,1
2024-02-14,CUST0218,Watch,West,Retail,12,15000,0.22,140400.0,4,0
2024-02-15,CUST0002,Earbuds,South,Online,10,5000,0.25,37500.0,4,0
2024-02-16,CUST0178,Earbuds,East,Partner,8,5000,0.11,35600.0,2,1
2024-02-17,CUST0279,Laptop,North,Retail,1,75000,0.03,72750.0,5,1
2024-02-18,CUST0146,Phone,East,Online,13,35000,0.01,450450.0,3,1
2024-02-19,CUST0224,Earbuds,West,Partner,8,5000,0.18,32800.0,4,0
2024-02-20,CUST0062,Watch,East,Partner,9,15000,0.22,105300.0,5,0
2024-02-21,CUST0294,Tablet,West,Online,6,25000,0.06,141000.0,4,0
2024-02-22,CUST0239,Watch,West,Online,10,15000,0.04,144000.0,5,1
2024-02-23,CUST0195,Phone,South,Retail,5,35000,0.02,171500.0,5,1
2024-02-24,CUST0166,Watch,West,Partner,6,15000,0.21,71100.0,4,0
2024-02-25,CUST0222,Laptop,South,Partner,13,75000,0.08,897000.0,5,0
2024-02-26,CUST0061,Phone,South,Online,6,35000,0.1,189000.0,5,1
2024-02-27,CUST0129,Tablet,South,Partner,9,25000,0.13,195750.0,4,0
2024-02-28,CUST0173,Laptop,North,Retail,4,75000,0.21,237000.0,3,0
2024-02-29,CUST0156,Phone,North,Partner,2,35000,0.16,58800.0,5,0
2024-03-01,CUST0110,Tablet,West,Online,11,25000,0.15,233750.0,5,0
2024-03-02,CUST0269,Laptop,South,Online,11,75000,0.04,792000.0,3,1
2024-03-03,CUST0278,Laptop,North,Retail,9,75000,0.13,587250.0,4,0
2024-03-04,CUST0074,Phone,South,Retail,2,35000,0.18,57400.0,5,0
2024-03-05,CUST0207,Earbuds,East,Partner,10,5000,0.24,38000.0,4,0
2024-03-06,CUST0279,Laptop,East,Partner,9,75000,0.05,641250.0,4,0
2024-03-07,CUST0204,Laptop,East,Online,2,75000,0.0,150000.0,5,1
2024-03-08,CUST0161,Tablet,West,Retail,12,25000,0.02,294000.0,4,1
2024-03-09,CUST0028,Watch,South,Retail,8,15000,0.09,109200.0,4,0
2024-03-10,CUST0257,Phone,East,Retail,9,35000,0.21,248850.0,5,0
2024-03-11,CUST0165,Phone,North,Partner,12,35000,0.0,420000.0,5,1
2024-03-12,CUST0063,Earbuds,East,Retail,10,5000,0.11,44500.0,4,0
2024-03-13,CUST0022,Earbuds,East,Online,9,5000,0.08,41400.0,4,0
2024-03-14,CUST0070,Phone,East,Online,10,35000,0.01,346500.0,4,1
2024-03-15,CUST0096,Earbuds,West,Partner,9,5000,0.11,40050.0,5,0
2024-03-16,CUST0163,Tablet,North,Partner,2,25000,0.06,47000.0,2,1
2024-03-17,CUST0079,Phone,South,Retail,4,35000,0.09,127400.0,3,0
2024-03-18,CUST0005,Earbuds,North,Partner,7,5000,0.18,28700.0,4,0
2024-03-19,CUST0120,Phone,South,Online,12,35000,0.13,365400.0,5,0
2024-03-20,CUST0178,Watch,West,Retail,2,15000,0.03,29100.0,3,1
2024-03-21,CUST0176,Laptop,West,Online,1,75000,0.24,57000.0,3,0
2024-03-22,CUST0217,Phone,West,Retail,3,35000,0.16,88200.0,2,1
2024-03-23,CUST0056,Laptop,West,Partner,12,75000,0.19,729000.0,5,0
2024-03-24,CUST0187,Earbuds,South,Retail,4,5000,0.02,19600.0,3,1
2024-03-25,CUST0232,Laptop,East,Retail,8,75000,0.01,594000.0,4,1
2024-03-26,CUST0255,Phone,South,Online,6,35000,0.0,210000.0,4,1
2024-03-27,CUST0104,Watch,North,Online,11,15000,0.05,156750.0,5,0
2024-03-28,CUST0077,Earbuds,West,Retail,2,5000,0.1,9000.0,4,0
2024-03-29,CUST0230,Phone,West,Partner,9,35000,0.23,242550.0,2,1
2024-03-30,CUST0258,Earbuds,North,Partner,14,5000,0.11,62300.0,4,0
2024-03-31,CUST0264,Tablet,South,Online,2,25000,0.07,46500.0,5,0
2024-04-01,CUST0182,Laptop,East,Partner,13,75000,0.14,838500.0,4,1
2024-04-02,CUST0256,Tablet,East,Online,12,25000,0.03,291000.0,5,1
2024-04-03,CUST0038,Phone,North,Partner,5,35000,0.15,148750.0,5,0
2024-04-04,CUST0176,Watch,East,Retail,12,15000,0.14,154800.0,1,1
2024-04-05,CUST0027,Earbuds,South,Online,4,5000,0.2,16000.0,4,0
2024-04-06,CUST0276,Laptop,South,Online,13,75000,0.25,731250.0,3,0
2024-04-07,CUST0140,Earbuds,North,Retail,7,5000,0.06,32900.0,4,1
2024-04-08,CUST0299,Phone,South,Online,8,35000,0.13,243600.0,3,0
2024-04-09,CUST0287,Earbuds,West,Partner,5,5000,0.23,19250.0,3,1
2024-04-10,CUST0091,Laptop,North,Partner,10,75000,0.2,600000.0,5,1
2024-04-11,CUST0061,Phone,South,Online,14,35000,0.12,431200.0,3,0
2024-04-12,CUST0163,Earbuds,North,Partner,14,5000,0.24,53200.0,5,0
2024-04-13,CUST0143,Watch,East,Online,5,15000,0.01,74250.0,1,1
2024-04-14,CUST0253,Phone,South,Retail,2,35000,0.23,53900.0,2,1
